     PID         DATE      TIME      ELAPSED    CPU    MEM       RSS     VSIZE
    4960   2013-11-18  14:05:52        02:38   97.8    0.1     29888     37224
    4960   2013-11-18  14:05:53        02:39   97.8    0.1     29888     37224
    4960   2013-11-18  14:05:54        02:40   97.9    0.1     29888     37224
    4960   2013-11-18  14:05:55        02:41   97.9    0.1     29888     37224
    4960   2013-11-18  14:05:57        02:42   97.9    0.1     29888     37224
    4960   2013-11-18  14:05:58        02:43   97.9    0.1     29888     37224
    4960   2013-11-18  14:05:59        02:44   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:00        02:45   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:01        02:46   97.9    0.1     29888     37224
    4960   2013-11-18  14:06:02        02:47   97.9    0.1     29888     37224
    4960   2013-11-18  14:06:03        02:48   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:04        02:49   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:05        02:50   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:06        02:51   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:07        02:52   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:08        02:53   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:09        02:54   98.1    0.1     29888     37224
    4960   2013-11-18  14:06:10        02:55   98.1    0.1     29888     37224
    4960   2013-11-18  14:06:11        02:56   98.1    0.1     29888     37224
    4960   2013-11-18  14:06:12        02:57   98.1    0.1     29888     37224
    4960   2013-11-18  14:06:13        02:58   98.2    0.1     29888     37224
    4960   2013-11-18  14:06:14        02:59   98.2    0.1     29888     37224
    4960   2013-11-18  14:06:15        03:00   98.2    0.1     29888     37224
    4960   2013-11-18  14:06:16        03:01   98.2    0.1     29888     37224
    4960   2013-11-18  14:06:17        03:02   98.3    0.1     29888     37224
    4960   2013-11-18  14:06:18        03:03   98.3    0.1     29888     37224
    4960   2013-11-18  14:06:19        03:04   98.3    0.1     29888     37224
    4960   2013-11-18  14:06:20        03:05   98.3    0.1     29888     37224
    4960   2013-11-18  14:06:21        03:06   98.3    0.1     29888     37224
    4960   2013-11-18  14:06:22        03:08   97.8    0.1     29888     37224
    4960   2013-11-18  14:06:23        03:09   97.9    0.1     29888     37224
    4960   2013-11-18  14:06:24        03:10   97.9    0.1     29888     37224
    4960   2013-11-18  14:06:25        03:11   97.9    0.1     29888     37224
    4960   2013-11-18  14:06:26        03:12   97.9    0.1     29888     37224
    4960   2013-11-18  14:06:27        03:13   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:28        03:14   98.0    0.1     29888     37224
    4960   2013-11-18  14:06:29        03:15   98.0    0.1     29888     37224
